Title,Abstract,Journal,Publishing Date,DOI,Probability of Inclusion
The Use of Unmanned Aerial Vehicles in Healthcare Logistic: Risks and Opportunities,"In this paper, the authors analyze the application of unmanned vehicle technologies in various industries, including healthcare. The risks and possibilities of using such technologies are analyzed. The authors propose to consider the application of such technology from the point of view of key medical concepts such as the delivery of goods (medicines), organs. Also, paper Describes the world practice of introducing drones in the healthcare sector in countries such as the USA, China, Korea, Canada. The authors formulate a motivational expansion model for internal and external drivers necessary to understand the purpose of using unmanned aerial vehicle technologies.",Lecture Notes on Data Engineering and Communications Technologies,2023-01-01,10.1007/978-3-031-24434-6_14,0.2792118989596965
An efficient adaptive large neighborhood search algorithm based on heuristics and reformulations for the generalized quadratic assignment problem,"Operations Research (OR) analytics play a crucial role in optimizing decision-making processes for real-world problems. The assignment problem, with applications in supply chains, healthcare logistics, and production scheduling, represents a prominent optimization challenge. This paper focuses on addressing the Generalized Quadratic Assignment Problem (GQAP), a well-known NP-hard combinatorial optimization problem. To tackle the GQAP, we propose an OR analytical approach that incorporates efficient relaxations, reformulations, heuristics, and a metaheuristic algorithm. Initially, we employ the Reformulation Linearization Technique (RLT) to generate various linear relaxation models, carefully selecting the most efficient ones. Building upon this foundation, we introduce a robust reformulation based on Benders Decomposition (BD), which serves as the basis for an iterative optimization algorithm applied to the GQAP. Furthermore, we develop a constructive heuristic algorithm to identify near-optimal solutions, followed by an enhancement utilizing an Adaptive Large Neighborhood Search (ALNS) metaheuristic algorithm. This ALNS algorithm is enhanced through the integration of a tabu list derived from Tabu Search (TS) and a decision rule inspired by Simulated Annealing (SA). To validate our approach and evaluate its performance, we conduct a comparative analysis against state-of-the-art algorithms documented in the literature. This comparison confirms the significant improvements achieved in terms of solution quality and computational efficiency through our proposed methodology. These advancements contribute to the state of the art in solving the GQAP and hold the potential to enhance decision-making processes in a wide range of domains. Our methodology demonstrates remarkable improvements in solution quality and computational efficiency when compared to existing approaches, as evidenced by the comparative results with state-of-the-art algorithms. The potential implications of our research extend to optimizing decision-making processes in diverse fields, rendering it highly relevant and impactful.",Engineering Applications of Artificial Intelligence,2023-11-01,10.1016/j.engappai.2023.106802,0.2726767547249211
Statistical assessment of hybrid blockchain for sme sector,"Blockchain innovation with its property of immutable data isn't just limited to digital cryptographic forms of money yet in addition for various domains like healthcare, logistics, rentals, entertainment, social media and so on. Ventures are investigating this innovation to adopt in main line of business, which will give certainty on security ceasing data breach. This research paper has built up a hybrid blockchain framework which can be utilized on premise or over the cloud or a combination of both and can be utilized by various departments for protecting transactions in small and medium scale businesses with an uprightness of high security, transparency, remote devices, accessibility and cost adequacy. This created framework compares with the traditional approach model on some significant factors for statistical assessment. The analysis discovers how this hybrid blockchain framework is more productive and secured than the client server approach model and aims to be utilized as platform as a service both in local or hybrid cloud infrastructure.",WSEAS Transactions on Systems and Control,2021-01-01,10.37394/23203.2021.16.6,0.2463354965106841
The Wings of Wellness: Autonomous Medical Delivery Drones Enhancing Patient Care and Accessibility,"This paper represents the advent of drones, that has rushed in a new era in healthcare logistics by providing a swift and efficient means of medical supply delivery. Access to timely medical supplies is often hampered by traffic congestion, geographical barriers, and unpredictable emergencies. Drones that transport pharmaceuticals have come to be considered as an ideal solution to these issues of concern. By leveraging cutting-edge technology, these autonomous flying machines are capable of transporting medical essentials, such as medications, vaccines, blood samples, and even life-saving equipment, to remote and underserved areas with unparalleled speed and precision. The advantages of using drones, such as reduced transportation time, cost-effectiveness, and minimized human contact during the pandemic, which has been crucial in curbing disease transmission. The future of healthcare delivery is poised to be significantly transformed by medical delivery drones. These innovative aerial vehicles have the potential to bridge healthcare disparities, enhance emergency response, and save countless lives. As technology advances and regulations evolve, the integration of medical delivery drones into healthcare ecosystems will continue to evolve, offering hope for improved healthcare access and outcomes across the globe","Proceedings of 9th International Conference on Science, Technology, Engineering and Mathematics: The Role of Emerging Technologies in Digital Transformation, ICONSTEM 2024",2024-01-01,10.1109/ICONSTEM60960.2024.10568822,0.22533246448664654
A Locational Analysis Model of the COVID-19 Vaccine Distribution,"Even and equitable distribution of the COVID-19 vaccine becomes one of key strategies to reduce the number of positive cases and virus transmissions all over the world. This paper aims to introduce and demonstrate a mathematical model based on a maximal covering location problem (MCLP) to optimise the coverage of the COVID-19 vaccine distribution. A mathematical model is proposed and demonstrated using an illustrative case study of healthcare facilities and location coordinates of villages in Yogyakarta, Indonesia. A numerical computer experiment is conducted to obtain optimal results of the locational analysis. The results show that the proposed model provides an efficient coverage of vaccination by minimising the distances travelled by the target population. It also reveals an interesting insight that prioritising vaccination for areas with high COVID-19 cases results in a less efficient coverage. The novel location-allocation model for COVID-19 vaccination facilities proposed in this paper particularly applies in a developing country. The model could be used as an alternative way to increase the vaccination coverage and priority whilst minimising the potential risks of the virus transmissions and transport costs.",Operations and Supply Chain Management,2022-01-01,10.31387/oscm0490344,0.21495643411526014
"Intelligent Connectivity: AI, IoT, and 5G","Intelligent Connectivity: AI, IoT, and 5G delivers a comprehensive technological and economic analysis of intelligent connectivity and the integration of artificial intelligence, Internet of Things (IoT), and 5G. It covers a broad range of topics, including Machine-to-Machine (M2M) architectures, edge computing, cybersecurity, privacy, risk management, IoT architectures, and more. The book offers readers robust statistical data in the form of tables, schematic diagrams, and figures that provide a clear understanding of the topic, along with real-world examples of applications and services of intelligent connectivity in different sectors of the economy. Intelligent Connectivity describes key aspects of the digital transformation coming with the 4th industrial revolution that will touch on industries as disparate as transportation, education, healthcare, logistics, entertainment, security, and manufacturing. Readers will also get access to: A thorough introduction to technology adoption and emerging trends in technology, including business trends and disruptive new applications Comprehensive explorations of telecommunications transformation and intelligent connectivity, including learning algorithms, machine learning, and deep learning Practical discussions of the Internet of Things, including its potential for disruption and future trends for technological developmentIn-depth examinations of 5G wireless technology, including discussions of the first five generations of wireless techIdeal for telecom and information technology managers, directors, and engineers, Intelligent Connectivity: AI, IoT, and 5G is also an indispensable resource for senior undergraduate and graduate students in telecom and comp uter science programs.","Intelligent Connectivity: AI, IoT, and 5G",2021-01-01,10.1002/9781119685265,0.2133921220823568
"Enterprise IoT Modeling: Supervised, Unsupervised, and Reinforcement Learning","The Internet of Things (IoT)—the internetworking of physical devices—has been a significant advancement in recent decades and has been the catalyst for several other innovations. New Industrial Internet of Things (IIoT) platforms aim to solve the most complex challenge of manufacturers: consolidating all production systems into a single data model. They are used in smart cities, security and emergencies, environmental applications, energy, healthcare, logistics, industrial control, home automation, agriculture, and animal farming. These objects/devices/appliances can generate, collect, and exchange data without human-to-human or human-to-computer interactions. The IIoT is creating an explosion in structured and unstructured data from a growing army of sensors capable of registering locations, voices, faces, audio, temperature, sentiment, health, and others. Billions of IoT devices are interconnected and a huge volume of data is generated. Every device features automation to assist people in the planning, management, and decision-making of their day-to-day activities. Machine learning (ML) techniques are applied to further enhance the intelligence and capabilities of an application. Many researchers are interested in producing advanced IoT technology, combining ML and IoT Techniques. Through ML, IIoT devices learn to perform tasks such as predication, pattern recognition, classification, and clustering. To provide for a learning process, IoT devices are trained using various algorithms in ML and statistical models to analyze sample data. The various fields of data sets (structured and unstructured data) are characterized by measuring functional parameters. Later, ML algorithms are applied to the data set to find features, provide useful output, identify patterns or make decisions based on the data set, draw inferences from real-time data streams, make their results available to analysts, and embed their results directly in business processes. In ML, the real-time problem is classified by classification, clustering, regression models, and association rules. Based on the learning style, ML algorithms can be categorized as supervised, unsupervised, semi-supervised, and reinforcement learning.",EAI/Springer Innovations in Communication and Computing,2020-01-01,10.1007/978-3-030-44407-5_3,0.20593439177428394
A novel group ownership transfer protocol for RFID systems,"Radio Frequency Identification (RFID) is a wireless communication technology nowadays widely used in almost every aspect of our lives including healthcare, logistics and supply chain management, inventory tracking, race timing, access control, toll collection, and a lot more. In RFID systems, a tag usually stores private or sensitive information, and so it needs an access control mechanism. When a tag's owner is changed, the read permission of the tag needs to be transferred from the old owner to the new owner, and this is when ownership transfer schemes come into play. In fact, not only do RFID ownership transfer schemes do ownership transfer, but they have to make sure that the ownership transfer procedure is executed under proper security protection. Besides, in some particular environments, the ownership transfer would be far more efficiently done if the tags could be treated as a group instead of individual tags. Therefore, in this paper, we propose a novel group ownership transfer protocol that satisfies all important security requirements including mutual authentication, data and location privacy, forward/backward secrecy, ownership privacy, and group ownership integrity. In addition, due to the use of cloud computing, our new protocol provides ubiquitous authentication. Based on homomorphic encryption and quadratic residues, our novel RFID group ownership transfer protocol can have encrypted data efficiently processed, and the communication cost is very low. The results of our BAN logic correctness check, security analysis, and performance evaluation confirm that the new protocol is logically correct and is capable of providing high level security/privacy protection on the basis of high cost-effective performance.",Ad Hoc Networks,2019-08-01,10.1016/j.adhoc.2019.101873,0.19873594490358393
The business value of RFID,"RFID can be defined as a strategic technology tool redesigning business processes, cutting costs, and improving the operational performance. It is used for a wide variety of application areas ranging from retail to manufacturing, healthcare, logistics, and defense. It may improve the potential benefits of supply chain management through increase of the four factors: efficiency, accuracy, visibility, and security. Calculating the return on investments, the impact levels of RFID on these factors should be quantified accurately for each supply chain member. This chapter focuses on the question how RFID adds value to business processes in the context of these factors.",The Value of RFID: Benefits Vs. Costs,2013-01-01,10.1007/978-1-4471-4345-1_1,0.19624851495438575
RFID adoption in healthcare and ROI analysis,"RFID is becoming one of the major enabling technologies being considered and adopted into healthcare logistics applications. In this chapter, the authors deliver an overview of the role of RFID in the healthcare industry and introduce some of the basics of sound business case development. To this end, samples of case studies prepared over the past 5 years are presented. In addition, an actual RFID implementation business case and its ROI analysis are included to demonstrate the benefits of the technology in greater detail.",The Value of RFID: Benefits Vs. Costs,2013-01-01,10.1007/978-1-4471-4345-1_7,0.1955410105075199
Application of hybrid computational intelligence in health care,"The use of hybrid computational intelligence is currently broadening in the field of healthcare applications and research. Computational intelligence has played a vital role in health care for a significant period of time, but with the increased popularity and extensive use of these hybrid computational intelligent systems, a shift has been seen also in the field of health care. Hybrid computational intelligence can be implied in the field of decision making, remote monitoring, healthcare logistics, and modern information systems. Hybrid computational intelligence synergizes different computational intelligence techniques, such as the neural network, the fuzzy logic, the genetic algorithms, the evolutionary computation and the support vector machines, and have their application in the field of pattern recognition, system modeling, etc. In this chapter, we focus on the need for healthcare information technology, improvement of healthcare delivery systems, healthcare safety issues, and also various areas where it can be used.",Hybrid Computational Intelligence: Challenges and Applications,2020-01-01,10.1016/B978-0-12-818699-2.00007-X,0.18077350749399468
Reliable internet of things network architecture based on high altitude platforms,"Internet of Things (IoT) has become a hot topic of technical, social and economic significance in recent times. Projections on its impact are highly impressive, where over 100 billion of devices have been projected to be IoT connected with a global economic impact of more than $11 trillion by 2025. In this paper, we propose a reliable IoT network architecture based on high altitude platforms as an alternative standalone network that is well-positioned to provide seamless connectivity and coverage in remote areas. Potential applications of the proposed IoT network architecture are demonstrated in smart cities, healthcare, logistics, finance, agriculture and construction.","2019 Conference on Information Communications Technology and Society, ICTAS 2019",2019-04-30,10.1109/ICTAS.2019.8703519,0.15542880188998515
Optimization of Healthcare Process Management Using Machine Learning,"Healthcare management plays a crucial role in ensuring the efficient delivery of healthcare services. This responsibility encompasses strategic planning, resource management, and regulatory compliance to enhance patient care outcomes. In this paper, we delve into the multifaceted nature of healthcare management, highlighting the expertise required to optimize processes within dynamic healthcare environments. Furthermore, we explore the potential of machine learning in addressing operational challenges within healthcare. By examining various machine learning algorithms, we identify their advantages and limitations, proposing a structured method of application. Through this analysis, we aim to illuminate how machine learning can minimize patient waiting times and optimize overall healthcare operations. This inspection aims to elucidate how machine learning methodologies can mitigate patient wait times and refine overall healthcare logistics. By amalgamating cutting-edge technologies with strategic methodologies, healthcare entities can leverage the transformative capabilities of machine learning to enhance operational efficiency and elevate the delivery of patient care.",IFIP Advances in Information and Communication Technology,2024-01-01,10.1007/978-3-031-63211-2_15,0.14320947627279337
Making an Impact on Healthcare Logistics,"This handbook provides our take on optimization of logistics processes in healthcare and on the gap that exists between theory and practice. We will bridge that gap as all theoretical results presented in this book have actually been implemented in the healthcare domain. We are driven by a desire to improve the healthcare system, by effectively making an impact with Operations Research (OR). We discuss specific projects that have addressed major challenges for healthcare Operations Research. We present our solution approaches, our approaches to implement the results in practice, and the impact on healthcare organizations. In addition, we discuss the problems we encountered when implementing the results in practice and how we addressed them. In this introductory chapter, we discuss the ecosystem of our research center CHOIR (Center for Healthcare Operations Improvement & Research) and demonstrate how we have an impact on healthcare logistics.",International Series in Operations Research and Management Science,2021-01-01,10.1007/978-3-030-60212-3_1,0.14302147894286157
Evaluation and Visualization of Blockchain-Based Healthcare,"Blockchain is a distributed ledger apparatus that utilizes timestamped blocks to manage and verify various transactions between two parties in a network with the help of cryptographic algorithms. As compared to popular opinion, blockchain not only serves as a backbone to cryptocurrencies but it can also serve as a pioneering solution to various disciplinary fields such as healthcare, logistics, and education. The approach taken by this chapter to tackle the various problems faced by the healthcare sector utilizes blockchain technology. It avails smart contracts as well as the decentralized nature of the blockchain and smart tokens to ensure smooth interactions between the patients and the physicians. Protection and maintaining the integrity of healthcare data without overlooking any security threats are the primary objectives of this chapter. This chapter discusses a model that uses a cloud-based decentralized model for the storage of patient data.",Futuristic Trends for Sustainable Development and Sustainable Ecosystems,2022-06-24,10.4018/978-1-6684-4225-8.ch010,0.11447248852728907
AI-Enabled Techniques for Intelligent Transportation System for Smarter Use of the Transport Network for Healthcare Services,"Although intelligent transportation systems (ITS) and e-healthcare are two different fields, they can be integrated to offer a seamless and efficient experience to patients, attendants, relatives, and other relevant individuals. ITS can play a crucial role in supporting healthcare services by optimizing the use of transportation networks for treatment and e-healthcare logistic purposes. The combination of ITS and e-healthcare can provide patients with better and more efficient healthcare while also improving the overall transport experience. The biggest challenge in this integration is addressing the existing issues of a complex transportation system. Traffic administration organizations worldwide face the challenge of managing road traffic and networks. ITS, being an excellent mix of data and correspondence systems, seems the best solution that could contribute toward an effective and safe logistic environment alongside the long-term feasibility of transportation systems. For quicker implementation of ITS, electronic media, hardware, programming tools, and automation are necessary. The support of specific specializations such as civil, electrical, mechanical, and industrial engineering might additionally contribute to ensuring that these technologies prove productive and supportive. The rapid advancement of artificial intelligence (AI) offers immense opportunities for enhancing the effectiveness of various areas and ventures, including the transportation sector. Recently, an advanced computational algorithm that imitates the human brain has been introduced by AI. The information, communications, and control (ICT) technology could also be utilized to make the transportation system more effective, smooth, and safety oriented. These steps will act as the base for the fusion of ITS and e-healthcare, which will assist in reducing the medical support response time to routine and critical patients and in further developing public interest in ITS-based healthcare support. A detailed perspective of AI-based ITS merging with e-healthcare is covered in this chapter.",Blockchain and Deep Learning for Smart Healthcare,2024-01-01,,0.1075990609010602
Enabling process support for advanced applications with the aristaflow BPM suite,"A process-aware information system (PAIS) will be not accepted by end users if its software clients do not support their native workows or are too complex for them. When implementing business processes based on process management technology important issues are, therefore, how end-users can participate in the execution of the processes and how this can be accomplished as intuitively as possible. This becomes extremely important if high exibility demands need to be fulfilled during process execution, while PAIS robustness and error safety need to be assured. In this software demonstration we show how the AristaFlow BPM Suite { an adaptive process management system developed by us { was applied to challenging applications in domains like healthcare, logistics, disaster management, and software development. The implementation of adaptive software clients in these different applications particularly proves the benefits provided by an open application programming interface (API) as offered by AristaFlow.",CEUR Workshop Proceedings,2010-12-01,,0.09899559395667507
Wireless sensor node design,"Remote monitoring system is a part of Internet of Thing (IoT) application whether in healthcare, logistic or even agriculture. The system consists of several nodes including wireless sensor node which is a compulsory end-device part in remote monitoring system for data acquisition and processing. This paper discusses the available design of wireless sensor node from different hardware and interfaces, comparison and reasoning of the available design for the hardware such as the microcontroller and transceiver. A propose design provided in this paper using an ARM based microcontroller for raw data processing and nRF24L01 transceiver in wireless communication.","2016 3rd International Conference on Electronic Design, ICED 2016",2017-01-03,10.1109/ICED.2016.7804662,0.0984251699600096
Influenza vaccine uptake among older adults in Brazil: Socioeconomic equality and the role of preventive policies and public services,"Background: Influenza is a significant cause of morbidity and mortality worldwide. Since 1999, influenza vaccine is provided free-of-charge to adults aged 60 years or more in Brazil. Although vaccination coverage is high, previous studies have shown that socioeconomic and lifestyle factors play an essential role in predicting vaccine uptake. This study aimed to investigate whether previous knowledge of factors that constrain influenza vaccine uptake among older adults contributed to increasing the access to vaccination in 2015–16. Methods: This cross-sectional study assessed data from the baseline of the Brazilian Longitudinal Study of Aging. This national representative sample encompassed individuals aged 60 and older (n = 5221). Vaccination status was the outcome variable; covariates included socio-demographic and behavioral characteristics, health status, and access to healthcare. Logistic regression fitted the association between vaccine uptake and covariates. Results: The coverage of influenza vaccination was 73.0% (95% confidence interval: 70.6–75.2); ranking lower than the goal of 80% set up by the national health authority. The most frequent reasons to justify the option of skipping vaccination were cultural beliefs about the lack of efficacy and possible side effects of the vaccine. The coverage of vaccination did not differ by socioeconomic characteristics. Older individuals, never smokers, having two or more chronic diseases, and being registered in the Family Health Program were positively associated with influenza vaccine uptake. Conclusions: Absent socioeconomic inequalities point out changes in the barriers to vaccination. These findings provide insights into tailoring public health strategies, targeting professional recommendations and public perceptions of the vaccine.",Journal of Infection and Public Health,2020-02-01,10.1016/j.jiph.2019.07.022,0.09351540025061846
Cooperative Blood Inventory Ledger (CoBIL): A decentralized decision-making framework for improving blood product management,"Inefficiencies in blood product management systems, including segmented operations, lack of detailed data sharing, and limited real-time visibility, can often result in significant annual losses in product wastage and postponed medical procedures. Left unaddressed, the negative impact on patient health and healthcare systems can be substantial as blood donations continue to decline. This paper proposes the Cooperative Blood Inventory Ledger (CoBIL), a blockchain and smart-contract enabled system designed to mitigate some of these inefficiencies by increasing cooperation among all echelons of the blood supply chain, without sacrificing entity privacy and competition. The proposed framework facilitates collaborative decision-making among all stakeholders to distribute blood products across healthcare networks and reduce system costs. It also facilitates product redistribution among hospitals and other transfusion points to reduce losses due to expired product or canceled medical procedures due to product shortages. A role-based smart contract is included in the framework to define stakeholder access and manage data exchange. To analyze the feasibility of the proposed framework, we implement a proof of concept on a local machine using Hyperledger fabric's test network and employ it to simulate transactions required for the inventory operations of a regional blood supply chain.",Computers and Industrial Engineering,2022-10-01,10.1016/j.cie.2022.108571,0.08686572065702222
Managing processes on mobile devices: The marple approach,"Ubiquitous Computing is considered as enabler for linking everyday life with information and communication technology. However, developing pervasive applications that provide personalized user assistance is still a challenge. Relevant scenarios are diverse and encompass domains like healthcare, logistics, and business collaboration. Two of the technologies that show increasing maturity in respect to the demands of such applications are light-weight frameworks and process engines for mobile computing. Their fusion, however, is in a rather premature state. Generally, the support of mobile collaboration using a process engine raises challenging issues that need to be addressed. In the MARPLE project we target at a tight integration of process management technology with mobile computing frameworks in order to enable mobile process support in the aforementioned scenarios. In this demo paper we give insights into the MARPLE architecture and its components. In particular, we introduce the MARPLE process engine which enables light-weight as well as exible process support on mobile devices.",CEUR Workshop Proceedings,2010-12-01,,0.07605362637951928
A structured review of quantitative models of the pharmaceutical supply chain,"The aim of this review is to identify and provide a structured overview of quantitative models in the pharmaceutical supply chain, a subject not exhaustively studied in the previous reviews on healthcare logistics related mostly to quantitative models in healthcare or logistics studies in hospitals. The models are classified into three categories of classification: network design, inventory models, and optimization of a pharmaceutical supply chain. A taxonomy for each category is shown describing the principal features of each echelon included in the review; this taxonomy allows the readers to identify easily a paper based on the actors of the pharmaceutical supply chain. The search process included research articles published in the databases between 1984 and November 2016. In total 46 studies were included. In the review process we found that in the three fields the most common source of uncertainty used is the demand in the 56% of the cases. Within the review process we can conclude that most of the articles in the literature are focused on the optimization of the pharmaceutical supply chain and inventory models but the field on supply chain network design is not deeply studied.",Complexity,2017-01-01,10.1155/2017/5297406,0.07096809738025175
Interoperable permissioned-blockchain with sustainable performance,"Bitcoin is an innovative and path-breaking technology that has influenced numerous industries across the globe. It is a form of digital currency (cryptocurrency) that can be used for trading and has the potential to replace fiat money, where the underlying infrastructure is called Blockchain. The Blockchain is an open ledger that provides decentralization, transparency, immutability, and confidentiality. Blockchain can be used in enormous applications, such as healthcare, logistics, supply chain management, the IoT, and so forth. Most of the industrial applications rely on the permissioned blockchain. However, the permissioned blockchain fails in some aspects, such as interoperability among different platforms. This paper suggests a sustainable system to solve the interoperability issue of the permissioned blockchain by designing a new infrastructure. This work has been tested in ethereum and hyperledger frameworks, which obtained a success rate of 100 percent.",Sustainability (Switzerland),2021-10-01,10.3390/su132011132,0.06687874339399652
Artificial Intelligence–Blockchain-Enabled–Internet of Things-Based Cloud Applications for Next-Generation Society,"Artificial intelligence (AI), blockchain technology, and Internet of Things (IoT) are three of the most rapidly evolving technologies in the current era. The integration of these technologies can provide significant benefits to cloud-based environments by enhancing security, privacy, and data management. This paper proposes an architecture that combines AI, blockchain, and IoT in a cloud-based environment. The proposed architecture provides a secure and reliable platform for data exchange and analysis, enabling the development of smart applications that can improve the efficiency, productivity, and quality of life. The architecture’s core components are the IoT sensors, AI algorithms, and blockchain technology, which ensure data security and privacy, immutability, and transparency. The proposed architecture can be used in various applications, such as healthcare, logistics, and smart cities. In summary, this chapter provides an overview of the benefits and challenges associated with the integration of AI, blockchain, and IoT and proposes a novel architecture that can leverage these technologies to improve cloud-based environments’ efficiency and security. This research work will discuss about futuristic technology and their role in respective fields in detail.",Automated Secure Computing for Next-Generation Systems,2024-01-01,,0.05847668097082622
Healthcare logistics in disaster planning and emergency management: A perspective,"This paper discusses the role of healthcare supply chain management in disaster mitigation and management. While there is an abundance of literature examining emergency management and disaster preparedness efforts across an array of industries, little information has been directed specifically toward the emergency interface, interoperability and unconventional relationships among civilian institutions and the US Department of Defense (US DoD) or supply chain operations involved therein. To address this imbalance, this paper provides US DoD healthcare supply chain managers with concepts related to communicating and planning more effectively. It is worth remembering, however, that all disasters are local - under the auspice of tiered response involving federal agencies, the principal responsibility for responding to domestic disasters and emergencies rests with the lowest level of government equipped and able to deal with the incident effectively. As such, the findings are equally applicable to institutions outside the military. It also bears repeating that every crisis is unique: there is no such thing as a uniform response for every incident. The role of the US DoD in emergency preparedness and disaster planning is changing and will continue to do so as the need for roles in support of a larger effort also continues to change.",Journal of business continuity &amp; emergency planning,2017-12-01,,0.048600240476503645
A Roadmap Towards Healthcare Logistics in Thailand,"Apart from operation dimension in supply chain, another perspective in healthcare supply chain is the infrastructure for Logistics. This infrastructure concerns much in data and information flows. The study focuses on three levels for constructing this infrastructures: Public health policy maker, provincial public health office and hospital levels. A survey was conducted. The framework for data collections was based on data standardization, database and its applications. The findings identified the status of such areas. It shows that lack of standardization could lead to poor information in the supply chain. Five core components for the foundation are recommended. These are standard data, standard exchange data, a single data pool, ability to track and trace and data centre. Implications and suggestions for policy makers are recommended.","2017 International Conference on Industrial Engineering, Management Science and Application, ICIMSA 2017",2017-07-19,10.1109/ICIMSA.2017.7985578,0.045718170076056025
Blockchain technology for secure and smart applications across industries,"In this modern era of technology, blockchain technology has recently attracted attention due to its prominence in research and industrial communities and brings potential benefits for numerous industries. This is because blockchain technology can revolutionize various industries by improving transparency, security, and efficiency. Utilizing permissioned, distributed, secure transactional ledgers, blockchain offers an efficient approach to addressing these issues. This chapter proposes a comprehensive review of blockchain technology, including its need, architecture, frameworks, and industrial applications. This chapter begins with a discussion about the need for blockchain technology and how it addresses the challenges of traditional systems, then is followed by to delve into the architecture of blockchain technology and explore its underlying principles such as decentralization, consensus, and immutability. This chapter discusses the industrial applications of blockchain technology, including its use in the financial, healthcare, logistics, manufacturing, agricultural, robotics, telecommunication, energy-related, swarm robotics, and governance domains, and provides an overview of the benefits that blockchain technology offers to these industries in terms of enhanced security, improved traceability, and reduced costs. This chapter also attempts to address the potential of IoTbased smart applications in blockchain technology and their impact on industries.",Emerging Applications of Blockchain Technology,2023-10-24,,0.035702104324396786
Progress towards data standards adoption in healthcare,"The contribution of this paper is to report on the progress of and barriers to adoption of data standards in healthcare logistics. This paper is directed to engineering managers with an interest in healthcare management, information management, and supply chain management. Data standards in healthcare logistics fall into two categories: product identification numbers and location identification numbers. Product identification numbers are assigned to any item that may be priced, ordered, or invoiced at any point in any supply chain, location identification numbers are used to identify physical locations to improve the efficiency of communication with the supply chain. The main objective of this paper is to convey the potential benefits of data standards adoption in the healthcare supply chain and present empirical evidence of progress toward adoption as well as a discussion of barriers toward adoption. Data is presented and analyzed from surveys conducted in 2008, 2010 and 2011. The results show encouraging progress being made towards data standards adoption; however, many barriers still exist. Engineering managers will appreciate the potential benefits of data standards adoption in healthcare logistics and will see the role engineers and engineering managers can have in facilitating data standards adoption and overcoming the barriers faced. Engineering managers will also see the opportunities for healthcare process improvement once data standards are adopted. Copyright, American Society for Engineering Management, 2012.","Annual International Conference of the American Society for Engineering Management 2012, ASEM 2012 - Agile Management: Embracing Change and Uncertainty in Engineering Management",2012-12-01,,0.034878450741105314
Cognizant healthcare logistics management: Ensuring resilience during crisis,"Purpose: The purpose of this paper is to convey a message of preparedness and mitigation to key stakeholders throughout the healthcare community concerning healthcare supply chain readiness and preparedness. Design/methodology/approach: Using a review of existent literature, this work examines and expounds upon the impact of effective supply chain management processes in disaster mitigation and planning. Findings: This paper presents a discourse in supply chain managers' involvement in disaster planning, identifying courses of action, and collaboratively planning for crisis. Logistics is a specific genre of skill sets within healthcare operations. Practical implications: Key tenets of logistics readiness and preparedness are often missed when developing strategies for disaster mitigation. While this discussion is directed specifically toward healthcare management, the principles are applicable across a wide array of industries. Social implications: Disaster affects everyone and is likely to occur in any type of organization. Leaders have an inherent responsibility to plan for both expected and unexpected events; the latter can present complexities that require intuitive reaction provided scenarios have been considered in advance. Arguably, the critical path to success involves effective process management and collaborative communications across multiple echelons of managerial responsibilities. Originality/value: Few works were found concerning healthcare supply chain management involvement in disaster readiness. In an applied sense, this paper provides healthcare managers with concepts related to effective crisis mitigation. © Emerald Group Publishing Limited.",International Journal of Disaster Resilience in the Built Environment,2011-10-01,10.1108/17595901111167114,0.03478755917794335
The impact of counterfeit risk management on healthcare supply chain performance: an empirical analysis,"Purpose: This study develops and tests a model exploring the relationship between supply chain (SC) counterfeit risk management and performance in the healthcare supply chain (HCSC). Design/methodology/approach: In the proposed theoretical model, HCSC counterfeit risk management is characterized by HCSC counterfeit risk orientation (HCRO), HCSC counterfeit risk mitigation (HCRM) and HCSC risk management integration (HRMI), while performance is represented by healthcare logistics performance (HLP) and healthcare organization overall performance (HOP). Partial least squares structural equation modeling (PLS-SEM) and survey data from 55 HCSC managers are used to test the research hypotheses. Findings: HCRO has a significant positive effect on HCRM, while HCRM has a positive impact on HRMI. With respect to HLP, HCRM has a nonsignificant effect, while HRMI has a significant impact, thus confirming the important mediating role of HRMI. Finally, HLP has a significant positive effect on the overall performance of healthcare organizations. Research limitations/implications: All study participants were from the United States, limiting the generalizability of the study findings to different countries or regions. The sample size employed in the study did not allow the authors to distinguish among the different types of healthcare organizations. Originality/value: This study delineates between a healthcare organization's philosophy toward counterfeiting risks vs actions taken to eliminate or reduce the impact of counterfeiting on the HCSC. By offering firm-level guidance for managers, this study informs healthcare organizations about addressing the challenge of counterfeiting in the HCSC.",International Journal of Productivity and Performance Management,2022-08-16,10.1108/IJPPM-08-2020-0426,0.03368085432863069
Mapping the supply chain of anti-malarial drugs in Sub-Saharan African countries,"With malaria emerging as one of the deadliest infectious diseases for young children and women in Sub-Saharan African countries, a growing number of healthcare organisations and government authorities have increased their relentless efforts to control malaria epidemics in Africa. One of the causes for malaria epidemics is the lack of accessibility to anti-malarial drugs that results from archaic logistics infrastructure, inefficient distribution channels and disruptive black markets in Africa. This paper identifies factors that either enhance or hinder the accessibility of anti-malarial drugs to African population sectors vulnerable to malaria epidemics. In addition, it develops a comprehensive supply chain map that reveals the labyrinths of the African logistics infrastructure, distribution channels, government regulations and business customs. Based on this supply chain map, this paper proposes various supply chain strategies that improve the access of anti-malarial drugs and reduce the possibility of drug supply chain disruptions. © 2012 Inderscience Enterprises Ltd.",International Journal of Logistics Systems and Management,2012-02-27,10.1504/IJLSM.2012.044047,0.023609194259618972
