Title,Abstract,Journal,Publishing Date,DOI
Wireless sensor node design,"Remote monitoring system is a part of Internet of Thing (IoT) application whether in healthcare, logistic or even agriculture. The system consists of several nodes including wireless sensor node which is a compulsory end-device part in remote monitoring system for data acquisition and processing. This paper discusses the available design of wireless sensor node from different hardware and interfaces, comparison and reasoning of the available design for the hardware such as the microcontroller and transceiver. A propose design provided in this paper using an ARM based microcontroller for raw data processing and nRF24L01 transceiver in wireless communication.","2016 3rd International Conference on Electronic Design, ICED 2016",2017-01-03,10.1109/ICED.2016.7804662
A structured review of quantitative models of the pharmaceutical supply chain,"The aim of this review is to identify and provide a structured overview of quantitative models in the pharmaceutical supply chain, a subject not exhaustively studied in the previous reviews on healthcare logistics related mostly to quantitative models in healthcare or logistics studies in hospitals. The models are classified into three categories of classification: network design, inventory models, and optimization of a pharmaceutical supply chain. A taxonomy for each category is shown describing the principal features of each echelon included in the review; this taxonomy allows the readers to identify easily a paper based on the actors of the pharmaceutical supply chain. The search process included research articles published in the databases between 1984 and November 2016. In total 46 studies were included. In the review process we found that in the three fields the most common source of uncertainty used is the demand in the 56% of the cases. Within the review process we can conclude that most of the articles in the literature are focused on the optimization of the pharmaceutical supply chain and inventory models but the field on supply chain network design is not deeply studied.",Complexity,2017-01-01,10.1155/2017/5297406
The Routledge Companion to Lean Management,"Interest in the phenomenon known as ""lean"" has grown significantly in recent years. This is the first volume to provide an academically rigorous overview of the field of lean management, introducing the reader to the application of lean in diverse application areas, from the production floor to sales and marketing, from the automobile industry to academic institutions. The volume collects contributions from well-known lean experts and up-and-coming scholars from around the world. The chapters provide a detailed description of lean management across the manufacturing enterprise (supply chain, accounting, production, sales, IT etc.), and offer important perspectives for applying lean across different industries (construction, healthcare, logistics). The contributors address challenges and opportunities for future development in each of the lean application areas, concluding most chapters with a short case study to illustrate current best practice. The book is divided into three parts: The Lean Enterprise Lean across Industries A Lean World. This handbook is an excellent resource for business and management students as well as any academics, scholars, practitioners, and consultants interested in the ""lean world.""",The Routledge Companion to Lean Management,2016-12-08,10.4324/9781315686899
Improvement of the lean-maintenance by hospital logistics,"Lean maintenance is a new thinking looking for ways to reduce maintenance costs by focusing on adding value operations. Healthcare logistics aims also to minimize costs of several functions including maintenance. In that context, this paper intends to show the impact of lean and logistics on maintenance in hospitals. For that, the first part describes the interest of the Lean and logistics on maintenance and reviewed previous research related to Lean-Logistics in the hospital maintenance. The second part presents the principal steps of the methodology followed. The third illustrates the proposed methodology through a case study that allows studying the impact of grouping of hospital pharmacies and Lean on the effectiveness of the medical devices maintenance. We finish our paper with a conclusion and work prospective.","Colloquium in Information Science and Technology, CIST",2016-07-02,10.1109/CIST.2016.7805047
Internet of Things-robustness and reliability,"Internet of Things (IoT) has a disruptive impact on variety of application domains like healthcare, logistics, transportation, etc., where network-enabled embedded devices work proactively and collaboratively to solve a complex decision-making problem in real time. Many of these applications are business critical, and require the underlying technology to be dependable, that is, it must deliver its service even in the presence of failures. In this chapter we discuss the notion of reliability and recovery oriented systems in general and then explain why this is important for an IoT-based system. We discuss various failure scenarios and reliability challenges that exist at different layers of an IoT-based system. Next, we discuss various failure-prevention and fault-tolerance approaches to make an IoT-based system robust. Energy consumption by IoT devices plays a major role in the overall system reliability. In this chapter we discuss various reliability challenges due to the low-power devices and solutions that have emerged to improve the overall reliability of such devices and the whole system.",Internet of Things: Principles and Paradigms,2016-05-11,10.1016/B978-0-12-805395-9.00011-3
Benchmarking of health technologies distribution models: An investigation of Lombardy’s local health authorities,"Purpose – The purpose of this paper is to develop a benchmarking framework for assessing the performance of the distribution models adopted by the local branches of National Health Services (NHSs) for delivering health technologies to patients at a local level, and to derive prescriptions for enhancing design and optimal management of the distribution models. Design/methodology/approach – The authors focussed the study on the distribution of absorbent devices for incontinence, adopting the analytic hierarchy process as a tool for developing the benchmarking framework. The authors applied the framework to the context of the Italian NHS with respect to the Lombard Local Health Authorities, assessing their performance in terms of operational efficiency and service quality. Findings – The developed framework constitutes a novel contribution, and it allows for generating prescriptions. Through its application to the context studied the authors found that a “one-size-fits-all” distribution model cannot be proposed, as regards both efficiency and effectiveness, since process standardization does not provide benefits or savings in all contexts. Rather, a total landed cost approach in the evaluation of the distribution practices must be adopted. Practical implications – This paper offers to managers and decision makers an innovative approach to the design of distribution models for health technologies. It provides policy makers with prescriptions to develop regulations fostering a comprehensive view of the factors for an optimal health technologies distribution at a local level. Originality/value – Given the dearth of scientific publications focussed on the distribution at the local level of health technologies, this paper significantly contributes to the existing body of knowledge and it offers an innovative framework which can be proficiently replicated in manifold contexts.",Benchmarking,2016-05-03,10.1108/BIJ-12-2013-0123
Robotnik—professional service robotics applications with ROS,"This chapter summarizes our most relevant experiences in the use of ROS in the deployment of Real-World professional service robotics applications: a mobile robot for CBRN interventionmissions, a tunnel inspection and surveillance robot, an upper body torso robot, an indoor healthcare logistic transport robot and a robot for precision viticulture. The chapter describes thementioned projects and how ROS has been used in them. It focuses on the application development, on the ROS modules used and the ROS tools and components applied, and on the lessons learnt in the development process.",Studies in Computational Intelligence,2016-02-01,10.1007/978-3-319-26054-9_10
A way for reducing drug supply chain cost for a hospital district: A case study,"Purpose: This work aims at providing insights to optimise healthcare logistic of the drug management, in order to deal with the healthcare expenditure cut. In this paper the effects of different drug supply chain configurations, on the resulting average stock, service level and Bullwhip effect, of the studied supply chain, is quantitatively assessed. Design/methodology/approach: A case study of an Italian district has been studied, taking into account three echelons: suppliers, central stock, and hospitals. A model of the various supply chain configurations has been created with the use of the simulation. Specifically, 24 supply chain configurations have been examined, stemming from the combination of several supply chain design parameters, namely: transshipment policies (Emergency Lateral Transshipment or Total Inventory Equalization); re-order and inventory management policies (Economic Order Quantity or Economic Order Interval); required service levels (90% or 95%); the number of available vans (one or two). For each configuration, hospital average stock, service level and a “Bullwhip effect” analysis are computed. To know which input variables are statistically significant, a DoE (Design of Experiments) analysis has been executed. Findings: The output of this paper provides useful insights and suggestions to optimize the healthcare logistic and drug supply chain. According to the developed DoE analysis, it can be stated that the introduction of transshipment policies provides important improvement in terms of service and stock levels. To reduce the Bullwhip effect, which results in a service level decreasing, and in a managing stock costs increasing, it is worth to adopt an EOQ re-order policy. Practical implications: This research gives practical recommendations to the studied system, in order to reduce costs and maintain a very satisfactory service level. Originality/value: This paper fulfils an identified need to study which combination of transshipment policies, re-order/inventory management policies and required service levels, can be the best one to reduce costs and maintain a very satisfactory service level, in the specific logistic system.",Journal of Industrial Engineering and Management,2016-01-01,10.3926/jiem.1262
Occupational safety and health and smaller organisations: Research challenges and opportunities,"Despite the prevalence of small and medium-sized enterprises (SMEs) and micro organisations, comparatively little is known about how such organisations approach occupational safety and health (OSH). Research has tended to present a negative picture of OSH practices in smaller organisations. This paper discusses some of the challenges to researching OSH in SMEs and micro organisations and how these challenges can be overcome. It draws lessons and experiences from a qualitative study involving 149 structured interviews, nine short-term ethnographies and 21 semi-structured interviews with owners and employees in SMEs and micro organisations from a broad cross-section of industry sectors in the UK, including construction, retail, healthcare, logistics and agriculture. Data from the study suggest that the established boundaries between micro, small and medium-sized enterprises are less meaningful in an OSH context – OSH practices are influenced more by the culture of the organisation, the type of work being undertaken and the sector that an organisation operates in. OSH practices in SMEs and micro organisations tend to reflect more informal characteristics of such organisations, with more emphasis (than many larger organisations) on tacit knowledge, learning by doing and improvisation. Such practices should not necessarily be assumed to be unsafe or incompatible with formalised OSH.",Policy and Practice in Health and Safety,2016-01-01,10.1080/14773996.2016.1239357
Model-based testing as a service for IoT platforms,"The Internet of Things (IoT) has increased its footprint becoming globally a ‘must have’ for today’s most innovative companies. Applications extend to multitude of domains, such as smart cities, healthcare, logistics, manufacturing, etc. Gartner Group estimates an increase up to 21 billion connected things by 2020. To manage ‘things’ heterogeneity and data streams over large scale and secured deployments, IoT and data platforms are becoming a central part of the IoT. To respond to this fast growing demand we see more and more platforms being developed, requiring systematic testing. Combining Model-Based Testing (MBT) technique and a service-oriented solution, we present Model-Based Testing As A Service (MBTAAS) for testing data and IoT platforms. In this paper, we present a first step towards MBTAAS for data and IoT Platforms, with experimentation on FIWARE, one of the EU most emerging IoT enabled platforms.",Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics),2016-01-01,10.1007/978-3-319-47169-3_55
Evaluating seed germination monitoring system by application of wireless sensor networks: A survey,"In this grand era of technology the wireless sensor networks outstand to serve multidisciplinary fields of technology whether it be technology, agriculture, healthcare, logistics monitoring etc. Agriculture field has recently adopted the wireless sensor technology to enhance the production and monitoring of crops in a more efficient manner. This paper presents the various applications of wireless sensor networks adopted for monitoring and measuring various parameters for crop and seed germination for effective yield generation. In this paper various parameters are monitored by using wireless sensor networks. Also in this paper a survey of most used sensor nodes and the features that they comprise of are depicted to analyze their usage in the various domains. This paper discusses the advantages of sensor nodes such as cheaper cost, compact size and how they help in managing the agricultural application yielding to best quality crops. The work in implementing wireless sensor nodes is ongoing and a survey in various dimensions is discussed in this paper.",Advances in Intelligent Systems and Computing,2016-01-01,10.1007/978-81-322-2731-1_24
Healthcare logistic network models for shared resource management,"In this work, we propose a simulation-based optimization approach that addresses the problem of the design of collaborative healthcare logistic networks through the re-thinking of the inventory management process and the resources sharing rules. We especially analyze the gains from medical supplies pooling within a group of nearby hospitals through the instrumentation of the inventory centralization scheme and the rules for lateral inventory sharing such as the emergency lateral transshipment.",Proceedings - CIE 45: 2015 International Conference on Computers and Industrial Engineering,2015-01-01,
Critical-to-life classification for managing inventory in a healthcare supply chain,"This paper presents a multi-criterion critical-to-life classification technique to supplement the cost and usage measures that are normally employed in hospital inventory management. A system dynamics model was developed employing (R, s, S) inventory control approach for a US private sector healthcare supply chain. Extensive simulation analyses were conducted to study the stock behaviour for low, medium and high usage critical-to-life items to maintain a range of service levels. The (R, s, S) design parameters were optimised according to the variability of item usage, the associated inventory level and supply lead-time. Our findings suggest that the proposed inventory classification technique allows for assigning a particular service level to each critical-to-life item to ensure its availability while minimising the cost and stock-out situations. The proposed simulation tool incorporating critical-to-life inventory classification facilitates hospital logistics managers to devise efficient inventory control strategies based on critical-to-life service level index.",International Journal of Intelligent Enterprise,2015-01-01,10.1504/IJIE.2015.073491
Optimization of tag anti-collision algorithm for EPC Gen2 RFID,"The proliferation of the RFID (Radio-Frequency IDentification) technology in the last decade shows its importance as effective solution for a large variety of application scenarios, such as monitoring, homeland security, healthcare, logistic and last but not the least Internet of Things. Actually, an accurate RFID modeling, optimization and performance analysis via simulation is strongly desired. In this paper, the authors propose two innovations of tag anti-collision algorithm in EPC Gen 2 RFID Specification: i. the adaptive management of Q-parameter (to maximize the efficiency of the inventory procedure depending on the tags number) and its communication by a QueryAdjust command, and ii. the muting option, which silences the tags after their identification with the effect of reducing the offered load to the reader after each successful identification.","2014 Euro Med Telco Conference - From Network Infrastructures to Network Fabric: Revolution at the Edges, EMTC 2014",2014-12-23,10.1109/EMTC.2014.6996631
Design principles for robot inclusive spaces: A case study with Roomba,"Research focus on service robots That deals with applications related To healthcare, logistics, residential, search and rescue are gaining significant momentum in The recent years. Their social and economic relevance is more Than evident. Yet, while much has been researched about 'designing robots' focusing on sensing, actuation, mobility and control of service robots, little work has been done on 'design for robots' That looks at designing preferred artefacts or environments for such robots. In This work, we propose a new philosophy of robot inclusive spaces, a cross disciplinary approach That brings Together roboticians, architects and designers To solve numerous unsettled research problems in robotics community Through design of inclusive interior spaces for robots where The latter live and operate. With a residential floor cleaning robot as a case study, we inductively derived a set of four design principles namely observability, accessibility, activity and safety That guides The realization of an inclusive space for These service robots. Also, The suggested principles are further defined, analysed and validated for Their merits in This paper.",Proceedings - IEEE International Conference on Robotics and Automation,2014-09-22,10.1109/ICRA.2014.6907681
Modelling the growing process of integrated healthcare supply networks,"This work contributes to the practice of healthcare system modelling, by presenting an urgent issue: the growing process of integrated healthcare supply networks in reducing public healthcare systems' annual expenses and improving performance. Various critical aspects affect the strategic design and development of healthcare logistic networks in practice. The conceptual discussion is empirically derived on the basis of the challenge created by the development of centralized healthcare supply networks supported by the implementation of new IT/IS investments and advanced logistic hubs for hospital material inventory management. The study moves towards the development of a newer ""Healthcare Supply Network Causal Loop Diagram,"" to analyse and predict the growth pattern of a healthcare logistic network in its complexity, and understand how well the supply network will fit with the benefit provided by new logistic economies of scale and the risk of failures under uncertainty.","Healthcare Administration: Concepts, Methodologies, Tools, and Applications",2014-08-31,10.4018/978-1-4666-6339-8.ch019
Tailoring LTE-advanced for M2M communication using wireless inband relay node,"Machine-to-Machine (M2M) communication is one of the newest research fields today and is expected to play a vital role in business areas such as e-healthcare, logistics etc. Mobile communication standards, such as Long Term Evolution Advanced (LTE-A) are designed to provide high data rate and broadband services to human-based communication. However, the nature of M2M traffic is different as terminals usually have to transmit small amounts of data infrequently. In this paper, we evaluate an LTE-A Relay Node (RN) based solution to integrate M2M devices into mobile cellular networks. We develop an M2M scenario consisting of both e-healthcare and logistic devices along with normal LTE-A users in our simulation model using OPNET modeler. The simulation results indicate the better performance of LTE-A network if RN is used for the multiplexing and aggregation of M2M data traffic.","Proceedings of World Telecommunications Congress 2014, WTC 2014",2014-01-01,
Automation in internal logistics: Strategic and operational challenges,"Automation in internal logistics is an enabler to increase overall competitiveness in an organisation. However, its use is currently limited. The main objective of this paper is to highlight the existing strategic and operational challenges to using and developing automation in internal logistics. A three-phased empirical study has been conducted, including case studies and a survey. The findings reveal a lack of responsibility for, and insight in current state of logistics operations as well as a lack of vision and strategy giving directions for desired future state of operations. In addition, the actual automation projects are hindered by poorly defined and supported processes. It is concluded that functional strategies for internal logistics and automation can give the support needed along with process models for automation projects. The content and application of these strategies and models are suggested. Copyright © 2014 Inderscience Enterprises Ltd.",International Journal of Logistics Systems and Management,2014-01-01,10.1504/IJLSM.2014.063984
Healthcare service modeling to minimize disruptions due to natural disasters,"The aftermath of any disaster could be enormous and annihilating especially for healthcare industry. In case of an emergency, the healthcare organizations in the affected region may experience out of stock situation for medical supplies which eventually impact their services. Healthcare providers need to replenish their supplies from central distribution centers or unaffected regional distribution centers. The most difficult situation that authorities face is the complexity of operating conditions where they had to work in order to supply medical items to the affected region from a central position. Some regions may be very difficult to reach under disaster condition. In this scenario it may be required to share medical items from contiguous health care organizations. Operations Research techniques have already been proven to be beneficial for different planning situations, mainly during the preparation and the response phase of disaster life cycle. There are very few works that have been done in the field of inventory relocation in case of a disaster. This paper discusses the modeling techniques to minimize the stock out situation of medical supplies in the natural disaster affected zones.",IIE Annual Conference and Expo 2013,2013-01-01,
Modelling hospital materials management processes,"Materials management is an important issue for healthcare systems because it influences clinical and financial outcomes. Before selecting, adapting and implementing leading or optimized practices, a good understanding of processes and activities has to be developed. In real applications, the information flows and business strategies involved are different from hospital to hospital, depending on context, culture and available resources; it is therefore difficult to find a comprehensive and exhaustive description of processes, even more so a clear formalization of them. The objective of this paper is twofold. First, it proposes an integrated and detailed analysis and description model for hospital materials management data and tasks, which is able to tackle information from patient requirements to usage, from replenishment requests to supplying and handling activities. The model takes account of medical risk reduction, traceability and streamlined processes perspectives. Second, the paper translates this information into a business process model and mathematical formalization. The study provides a useful guide to the various relevant technology-related, management and business issues, laying the foundations of an efficient reengineering of the supply chain to reduce healthcare costs and improve the quality of care. © 2013 Iannoneet al.",International Journal of Engineering Business Management,2013-01-01,10.5772/56607
Mapping the supply chain of anti-malarial drugs in Sub-Saharan African countries,"With malaria emerging as one of the deadliest infectious diseases for young children and women in Sub-Saharan African countries, a growing number of healthcare organisations and government authorities have increased their relentless efforts to control malaria epidemics in Africa. One of the causes for malaria epidemics is the lack of accessibility to anti-malarial drugs that results from archaic logistics infrastructure, inefficient distribution channels and disruptive black markets in Africa. This paper identifies factors that either enhance or hinder the accessibility of anti-malarial drugs to African population sectors vulnerable to malaria epidemics. In addition, it develops a comprehensive supply chain map that reveals the labyrinths of the African logistics infrastructure, distribution channels, government regulations and business customs. Based on this supply chain map, this paper proposes various supply chain strategies that improve the access of anti-malarial drugs and reduce the possibility of drug supply chain disruptions. © 2012 Inderscience Enterprises Ltd.",International Journal of Logistics Systems and Management,2012-02-27,10.1504/IJLSM.2012.044047
Smart objects in healthcare: Impact on clinical logistics,"Hospitals are confronted today with a plethora of approaches for asset management with RFID and WLAN, cooling chain monitoring using sensor networks and RFID, and patient tracking using virtually any existing technology. The downside is that most approaches are not necessarily compatible let alone coordinated. Further, none of the technologies is really integrated into legacy systems or corresponding organizational structures and processes, thus the full power of innovative applications is not utilized. Introducing the concept of smart objects inspired by the Internet of Things can improve the situation by separating the capabilities and functions of an object from the implementing technology such as RFID or WLAN. Wireless tags become interchangeable, and business applications can be built independent from the underlying communication network. Supported by synchronized technological and business developments smart objects have the power to transform a hospital from an agglomeration of technologies into a smart environment.",Critical Issues for the Development of Sustainable E-health Solutions,2012-01-01,10.1007/978-1-4614-1536-7_19
From patients' needs to hospital pharmacy management: An holistic approach to the process modelling,"Materials management is a great issue for healthcare systems because it influences performances of structures in terms of clinical and financial outcomes. Enhancements can be done by means of an appropriate management of data related to these materials coming from all processes in which they are involved. This paper presents an integrated and detailed description and model of the hospital materials management process, able to tackle information from patient requirements to materials usage, according to traceability and streamlined processes perspectives. The holistic approach adopted, based on hospital cases analysis, literature review and international guidelines, tends to look at all actors, materials and processes involved, with the attempt to provide academicals and practitioners with a useful guide to the various technology-related, management and business issues that can arise during the design or reengineering of this business process and the associated information system.","1st International Workshop on Innovative Simulation for Health Care, IWISH 2012, Held at the International Multidisciplinary Modeling and Simulation Multiconference, I3M 2012",2012-01-01,
Patient journey modeling using integrated data structures in healthcare service operations,"Improving patient flow and patient satisfaction have attracted considerable interest in recent years. Recognizing the need for taking a holistic approach to improving healthcare service operations, this paper presents an integrated framework for patient journey modeling from admission through to discharge. The proposed framework enhances the capability of service delivery systems to cope with the uncertainty associated with planning and scheduling of healthcare service operations towards achieving the desired patient flow and satisfaction levels. The patient journey model developed based on the unitary structuring technique is illustrated using a selected healthcare scenario, identifying the patient flow with process and data elements, as well as information flows. It is shown that integration of processes, data elements, information flows and relationships enables modeling of patient journey for improving patient flow and satisfaction through effective and efficient planning of healthcare logistics. This patient journey model can be implemented in an enterprise resource planning system environment, as a software tool, for monitoring patient flow in real-time. © 2011 IEEE.","2011 IEEE Colloquium on Humanities, Science and Engineering, CHUSER 2011",2011-12-01,10.1109/CHUSER.2011.6163802
Newsmakers Q&amp;A: UPS' Bill Hook - UPS executive talks about Merck partnership and healthcare logistics,,Contract Pharma,2011-09-01,
A case study of collaborative communications within healthcare logistics,"Purpose: The purpose of this paper is to present a collaborative communications model developed during the conduct of a recent academic research study and provide information to healthcare supply chain managers and administrators. Design/methodology/approach: Using data collected from a case study involving healthcare supply chain managers in the United States Army, this work examines how collaborative communications is linked to healthcare supply chain management. The findings associated with this study may have many transferable applications to institutions beyond a military health services context. Findings: This paper presents the findings and conclusions ascertained during a case study of collaborative communications. Five emerging themes were identified and a management model was developed for the enhancement of healthcare supply chain operations. Emerging themes included synergy among organizations, stakeholders working together, enhancements in supply chain operations, a continuance of training for supply chain leaders, and commonalities among disparate levels of management. Practical implications: Healthcare is a continually evolving industry. Supply chain efficiency can be linked to potential cost savings and more efficient operations within healthcare organizations. By understanding a model related to communicating collaboratively, leaders begin to understand the need for partnering among internal and external stakeholders and creating more efficient practices and processes. While this discussion is directed specifically toward healthcare management, the principles are applicable across a wide array of industries. Social implications: Communicating effectively is never easy for any healthcare organization or staff. Whether isolated to key individuals or throughout the entire organization, leaders have an inherent responsibility to share information and set conditions for organizational success. Arguably, the critical path to success involves effective, collaborative communications across multiple echelons of management responsibilities. Originality/value: While there is a dearth of literature examining communications and collaboration among various industries, little information is directed specifically toward the management of healthcare organizations or supply chain operations. In an applied sense, this model provides healthcare supply chain managers with concepts related to communicating more effectively at both the individual and organizational levels. © Emerald Group Publishing Limited.",Leadership in Health Services,2011-02-01,10.1108/17511871111102526
Problems and prospects of healthcare system reforms in Kyiv,The article considers various issues of the healthcare reforms at the regional level. Results of the first steps in the reforms' implementation along with their legal support are described.,Actual Problems of Economics,2011-01-01,
Data standards in healthcare supply chain operations,"This paper presents the challenges and benefits associated with adoption of healthcare supply chain data standards in a hospital environment. In a highly fragmented industry like healthcare with several stakeholders, the adoption and use of common data standards for identifying delivery locations and products is critical. Common data standards ensure system wide interoperability and visibility across the supply chain, contributing to improvements in patient safety and streamlined internal and external supply chain operations. However, the global healthcare industry has been significantly slow in adopting data standards in comparison to other industries like retail, manufacturing. We discuss the results from data standard adoption pilot project conducted by Center for Innovation in Healthcare Logistics (CIHL), University of Arkansas at Washington Regional Medical Center, a 325 bed not-for-profit hospital in Fayet-teville, Arkansas. CIHL data standards pilot involved studying the existing supply chain processes, design, pilot-test, and evaluation of GS1 data standards adoption over a sample of products and a single delivery location at the hospital. We present the results, which demonstrate the capabilities of systemwide improvements and roadblocks likely to be encountered. Findings from the pilot can be expanded to develop a broad implementation plan of data standards adoption for healthcare providers.",61st Annual IIE Conference and Expo Proceedings,2011-01-01,
Managing processes on mobile devices: The marple approach,"Ubiquitous Computing is considered as enabler for linking everyday life with information and communication technology. However, developing pervasive applications that provide personalized user assistance is still a challenge. Relevant scenarios are diverse and encompass domains like healthcare, logistics, and business collaboration. Two of the technologies that show increasing maturity in respect to the demands of such applications are light-weight frameworks and process engines for mobile computing. Their fusion, however, is in a rather premature state. Generally, the support of mobile collaboration using a process engine raises challenging issues that need to be addressed. In the MARPLE project we target at a tight integration of process management technology with mobile computing frameworks in order to enable mobile process support in the aforementioned scenarios. In this demo paper we give insights into the MARPLE architecture and its components. In particular, we introduce the MARPLE process engine which enables light-weight as well as exible process support on mobile devices.",CEUR Workshop Proceedings,2010-12-01,
Enabling process support for advanced applications with the aristaflow BPM suite,"A process-aware information system (PAIS) will be not accepted by end users if its software clients do not support their native workows or are too complex for them. When implementing business processes based on process management technology important issues are, therefore, how end-users can participate in the execution of the processes and how this can be accomplished as intuitively as possible. This becomes extremely important if high exibility demands need to be fulfilled during process execution, while PAIS robustness and error safety need to be assured. In this software demonstration we show how the AristaFlow BPM Suite { an adaptive process management system developed by us { was applied to challenging applications in domains like healthcare, logistics, disaster management, and software development. The implementation of adaptive software clients in these different applications particularly proves the benefits provided by an open application programming interface (API) as offered by AristaFlow.",CEUR Workshop Proceedings,2010-12-01,
Measuring the performance of drug logistics: Application of a methodology to two case studies,"The work presents a methodological framework for the analysis of costs and benefits of innovation in healthcare logistics. The framework is applied to drug logistic models into two hospital sites with different systems. One hospital is characterized by the introduction of advanced technologies and the unit dose system for drugs distribution, while the other one is based on a traditional logistic system. The performance comparison is conducted according to four dimensions: quality, costs, benefits and patient safety. The unit dose system shows relevant advantages in terms of costs and patient safety. The introduction of logistic technologies implies organizational and cultural changes and a strong investment at the beginning, but the benefits in terms of efficiency and improvement of patient safety are relevant.",Mecosan,2010-04-01,
Red cell storage,"Blood component storage allows the donor and recipient to be separated in time and space. This separation converts transfusion from a desperate clinical act into a planned, orderly healthcare logistic activity with concomitant increases in both blood product availability and safety. However, storage has the potential to reduce the efficacy of transfused blood components by reducing their flow, functional capacity, and survival. Storage time also allows the accumulation of leaked potassium from red cells and the growth of contaminating bacteria. Many different aspects of the red cell storage lesion have been described, including changes in metabolism, shape, and rheology changes, loss of membrane carbohydrates, lipids and proteins, and alterations in secretion, oxygen delivery, and adhesion. What has been harder to show is that these known changes have significant clinical effects. Therefore, regulatory decisions about product storage have been conservative, and largely based on historic patterns of use. The increasing power of proteomics and metabolomics offers the potential of deeper understanding of blood function and storage and of better clinical products in the future. © 2009 Elsevier B.V. All rights reserved.",Journal of Proteomics,2010-01-03,10.1016/j.jprot.2009.11.005
Managing financial risk in a clinical setting utilizing system dynamics,"Healthcare is a major topic of concern in the United States, and awareness of the difficulties facing the industry has risen in recent years. All of this attention to healthcare has captured the eye of the industrial engineering research community, and research in the field is growing rapidly. An example is the Center for Innovation in Healthcare Logistics at the University of Arkansas, an industrial engineering research center. The healthcare industry presents multiple opportunities for applications of traditional industrial engineering and engineering management methods capable of providing opportunities for enhancing the performance of healthcare organizations. In this presentation, the system dynamics simulation approach is applied to the financial operations of a healthcare clinic in order to explore potential effects of decisions and policies enacted by management at the clinic regarding staffing, reimbursement, and government interactions. The ramifications of various policies will be discussed in the vein of risk management to demonstrate the potential benefits gained from applying the system dynamics approach to healthcare organizations. Copyright© (2009) by the American Society for Engineering Management.","30th Annual National Conference of the American Society for Engineering Management 2009, ASEM 2009",2009-12-01,
Modeling healthcare logistics in a virtual world,"The 3D virtual world Second Life provides a free computing platform for to terraform virtual landscapes, build imaginative buildings or spaces, meet, socialize, and collaborate. Some universities and businesses have experimented with virtual classrooms and virtual stores. This article describes the beginnings of an experiment to use Second Life as a modeling platform for understanding pervasive computing in the domain of healthcare, specifically by building a ""hospital of the future,"" complete with virtual RFID for tracking and providing location-aware services, smart networked equipment, restocking robots and the beginnings of workflow automation for modeling many hospital business processes. The same technology could be used to optimize hospital supply chains, test technologies like RFID in a model before full scale deployment, educate and train personnel, and simulate applications in other domains like retail or battlefields. This virtual world platform gives us insight into a future world where humans can communicate with the things as easily as they do with other humans. © 2008 IEEE.",IEEE Internet Computing,2008-09-26,10.1109/MIC.2008.106
Oral anticoagulant treatment: A cost-benefit study,"More than 1% of the population are on oral anticoagulant treatment (OAT), a figure which is growing by over 10% annually. The demand for the clinical and analytical services necessary for monitoring this treatment requires the assignment of significant economical and healthcare logistic resources. Comparative studies of the multiple control strategies (attending hospital, primary care or self-monitoring) should be set up, and should reflect not only the costs of their performance but also their clinical results, measures such as mortality and morbidity of thrombotic and haemorrhagic episodes that, have occurred and been avoided. During 2003,20,347 patients on OAT were monitored in 4 anticoagulation units of large national hospitals providing healthcare cover to 1,641,914 inhabitants, Thrombotic or haemorrhagic episodes were recorded and the same events that should have occurred, according to their pathologies, were calculated. Two hundred and ninety-nine thromboembolic complications occurred which led to 129 hospital admissions and there were 11 deaths. Serious haemorrhagic complications resulted in IBI hospital admissions and caused 20 deaths. The costs of OAT in the population attended (medication and their clinical/analytical monitoring) were estimated at €2,749,813,The healthcare costs (calculated according to the DRG of the pathologies) of the clinical complications which occurred were estimated at €1,068,259. The complications avoided were calculated at. more than 100 deaths, 1,044 cerebrovascular accidents and 583 thrombotic recurrences with estimated costs, in the acute intrahospital phase only, of greater than €5,000,000.",Revista de Administracion Sanitaria,2008-07-01,
Towards restraining cost in healthcare domain: A multiagent approach,"The proliferating cost with-in the healthcare domain is forcing the researchers and practitioners alike to revisit healthcare logistics domain again and again in order to control the cost. However, controlling healthcare cost requires that limits be placed either on prices, quantities of services or both. As prices can be easily controlled by effectively focusing on the mechanism rather then involving and arguing about the services. The prototype developed has directed its attention towards coordination and intelligence in order to effectively manage the logistics while aiming for the improvement of mechanism. Coordination and user profiling has been demonstrated in multi agent environment. The idea here is to order medicines using human expertise in the form of fuzzy logics and effective coordination of different hospital pharmacies for an efficient use of medicines.",Innovation and Knowledge Management in Business Globalization: Theory and Practice - Proceedings of the 10th International Business Information Management Association Conference,2008-01-01,
